uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,field_eu_references,field_eq_references,status
ncas-music-mu-cr2.1.5a,MU:Cr2.1.5a,basic_html,"<p>Demonstrate selected and develop ed musical ideas for improvisations, arrangements , or compositions  to express intent, and explain connection to purpose and context.</p>",14786,50042,16469,Creating,Anchor Standard 2,5a,MU:Cr2.1.5a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.5a,MU:Cr2.1.5a,basic_html,"<p>Demonstrate selected and develop ed musical ideas for improvisations, arrangements , or compositions  to express intent, and explain connection to purpose and context.</p>",14786,50042,16469,Creating,Anchor Standard 2,5a,MU:Cr2.1.5a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.6a,MU:Cr2.1.6a,basic_html,"<p>Select, organize, construct, and document personal musical ideas for arrangements and  compositions  within</p>",14786,50043,16469,Creating,Anchor Standard 2,6a,MU:Cr2.1.6a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.6a,MU:Cr2.1.6a,basic_html,"<p>Select, organize, construct, and document personal musical ideas for arrangements and  compositions  within</p>",14786,50043,16469,Creating,Anchor Standard 2,6a,MU:Cr2.1.6a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.7a,MU:Cr2.1.7a,basic_html,"<p>Select, organize, develop and document personal musical ideas for  arrangements , songs, and compositions within AB, ABA,  or theme and variation  forms that demonstrate unity  and variety and convey expressive intent.</p>",14786,50044,16469,Creating,Anchor Standard 2,7a,MU:Cr2.1.7a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.7a,MU:Cr2.1.7a,basic_html,"<p>Select, organize, develop and document personal musical ideas for  arrangements , songs, and compositions within AB, ABA,  or theme and variation  forms that demonstrate unity  and variety and convey expressive intent.</p>",14786,50044,16469,Creating,Anchor Standard 2,7a,MU:Cr2.1.7a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.8a,MU:Cr2.1.8a,basic_html,"<p>Select, organize, and document personal musical ideas for arrangements, songs, and compositions within expanded forms that demonstrate tension and release , unity and variety, and balance,   and convey expressive intent.</p>",14786,50045,16469,Creating,Anchor Standard 2,8a,MU:Cr2.1.8a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr2.1.8a,MU:Cr2.1.8a,basic_html,"<p>Select, organize, and document personal musical ideas for arrangements, songs, and compositions within expanded forms that demonstrate tension and release , unity and variety, and balance,   and convey expressive intent.</p>",14786,50045,16469,Creating,Anchor Standard 2,8a,MU:Cr2.1.8a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.1.pka,MU:Pr4.1.PKa,basic_html,"<p>With substantial guidance, demonstrate and state preference for varied musical selections.</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.1.PKa,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.3.pka,MU:Pr4.3.PKa,basic_html,"<p>With substantial guidance, explore music’s expressive qualities (such as voice quality, dynamics, and tempo).</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.3.PKa,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.pka,MU:Pr4.2.PKa,basic_html,"<p>With substantial guidance, explore and demonstrate awareness of musical contrasts.</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.2.PKa,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.1.pka,MU:Pr4.1.PKa,basic_html,"<p>With substantial guidance, demonstrate and state preference for varied musical selections.</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.1.PKa,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.3.pka,MU:Pr4.3.PKa,basic_html,"<p>With substantial guidance, explore music’s expressive qualities (such as voice quality, dynamics, and tempo).</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.3.PKa,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.pka,MU:Pr4.2.PKa,basic_html,"<p>With substantial guidance, explore and demonstrate awareness of musical contrasts.</p>",14786,50048,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,MU:Pr4.2.PKa,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.1.ka,MU:Pr4.1.Ka,basic_html,"<p>With guidance,  demonstrate and state personal interest in varied musical selections.</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.1.Ka,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.3.ka,MU:Pr4.3.Ka,basic_html,"<p>With guidance, demonstrate awareness of  expressive qualities (such as voice quality, dynamics, and tempo) that support the creators’ expressive intent.</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.3.Ka,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.ka,MU:Pr4.2.Ka,basic_html,"<p>With guidance, explore and demonstrate awareness of music contrasts (such as high/low, loud/soft, same/different) in a variety of music selected for performance .</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.2.Ka,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.1.ka,MU:Pr4.1.Ka,basic_html,"<p>With guidance,  demonstrate and state personal interest in varied musical selections.</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.1.Ka,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.3.ka,MU:Pr4.3.Ka,basic_html,"<p>With guidance, demonstrate awareness of  expressive qualities (such as voice quality, dynamics, and tempo) that support the creators’ expressive intent.</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.3.Ka,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.ka,MU:Pr4.2.Ka,basic_html,"<p>With guidance, explore and demonstrate awareness of music contrasts (such as high/low, loud/soft, same/different) in a variety of music selected for performance .</p>",14786,50049,16469,Performing/Presenting/Producing,Anchor Standard 4,Ka,MU:Pr4.2.Ka,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-cr3.2.1a,MU:Cr3.2.1a,basic_html,"<p>With limited guidance, convey expressive intent for a specific purpose by presenting  a final version of personal musical ideas to peers or informal audience.</p>",14786,50050,16469,Creating,Anchor Standard 3,1a,MU:Cr3.2.1a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.1a,MU:Cr3.2.1a,basic_html,"<p>With limited guidance, convey expressive intent for a specific purpose by presenting  a final version of personal musical ideas to peers or informal audience.</p>",14786,50050,16469,Creating,Anchor Standard 3,1a,MU:Cr3.2.1a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.2a,MU:Cr3.2.2a,basic_html,<p>Convey expressive intent for a specific purpose by presenting a final version of personal musical ideas to peers or informal audience.</p>,14786,50051,16469,Creating,Anchor Standard 3,2a,MU:Cr3.2.2a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.2a,MU:Cr3.2.2a,basic_html,<p>Convey expressive intent for a specific purpose by presenting a final version of personal musical ideas to peers or informal audience.</p>,14786,50051,16469,Creating,Anchor Standard 3,2a,MU:Cr3.2.2a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.3a,MU:Cr3.2.3a,basic_html,"<p>Present the final version of created music for others, and describe  connection to expressive intent.</p>",14786,50052,16469,Creating,Anchor Standard 3,3a,MU:Cr3.2.3a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.3a,MU:Cr3.2.3a,basic_html,"<p>Present the final version of created music for others, and describe  connection to expressive intent.</p>",14786,50052,16469,Creating,Anchor Standard 3,3a,MU:Cr3.2.3a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.4a,MU:Cr3.2.4a,basic_html,"<p>Present the final version of created music for others, and explain  connection to expressive intent.</p>",14786,50053,16469,Creating,Anchor Standard 3,4a,MU:Cr3.2.4a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.4a,MU:Cr3.2.4a,basic_html,"<p>Present the final version of created music for others, and explain  connection to expressive intent.</p>",14786,50053,16469,Creating,Anchor Standard 3,4a,MU:Cr3.2.4a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.5a,MU:Cr3.2.5a,basic_html,"<p>Present the final version of created music for others that demonstrates craftsmanship ,  and explain connection to expressive intent.</p>",14786,50054,16469,Creating,Anchor Standard 3,5a,MU:Cr3.2.5a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.5a,MU:Cr3.2.5a,basic_html,"<p>Present the final version of created music for others that demonstrates craftsmanship ,  and explain connection to expressive intent.</p>",14786,50054,16469,Creating,Anchor Standard 3,5a,MU:Cr3.2.5a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.6a,MU:Cr3.2.6a,basic_html,"<p>Present the final version of their documented personal composition or arrangement, using craftsmanship and originality to demonstrate an effective beginning, middle, and ending, and convey expressive intent.</p>",14786,50055,16469,Creating,Anchor Standard 3,6a,MU:Cr3.2.6a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.6a,MU:Cr3.2.6a,basic_html,"<p>Present the final version of their documented personal composition or arrangement, using craftsmanship and originality to demonstrate an effective beginning, middle, and ending, and convey expressive intent.</p>",14786,50055,16469,Creating,Anchor Standard 3,6a,MU:Cr3.2.6a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.7a,MU:Cr3.2.7a,basic_html,"<p>Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate unity  and  variety ,  and convey expressive intent.</p>",14786,50056,16469,Creating,Anchor Standard 3,7a,MU:Cr3.2.7a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.7a,MU:Cr3.2.7a,basic_html,"<p>Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate unity  and  variety ,  and convey expressive intent.</p>",14786,50056,16469,Creating,Anchor Standard 3,7a,MU:Cr3.2.7a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.8a,MU:Cr3.2.8a,basic_html,"<p>Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate the application of compositional techniques for creating unity and variety, tension and release ,  and balance  to convey  expressive intent.</p>",14786,50057,16469,Creating,Anchor Standard 3,8a,MU:Cr3.2.8a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-cr3.2.8a,MU:Cr3.2.8a,basic_html,"<p>Present the final version of their documented personal composition, song, or arrangement, using craftsmanship and originality to demonstrate the application of compositional techniques for creating unity and variety, tension and release ,  and balance  to convey  expressive intent.</p>",14786,50057,16469,Creating,Anchor Standard 3,8a,MU:Cr3.2.8a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.3.1a,MU:Pr4.3.1a,basic_html,<p>Demonstrate and describe  music’s expressive qualities (such as dynamics and tempo).</p>,14786,50058,16469,Performing/Presenting/Producing,Anchor Standard 4,1a,MU:Pr4.3.1a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.1a,MU:Pr4.2.1a,basic_html,"<p>With limited guidance, demonstrate knowledge of music concepts (such as beat and melodic contour ) in music from a variety of cultures selected for performance.</p>",14786,50058,16469,Performing/Presenting/Producing,Anchor Standard 4,1a,MU:Pr4.2.1a,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.3.1a,MU:Pr4.3.1a,basic_html,<p>Demonstrate and describe  music’s expressive qualities (such as dynamics and tempo).</p>,14786,50058,16469,Performing/Presenting/Producing,Anchor Standard 4,1a,MU:Pr4.3.1a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.1a,MU:Pr4.2.1a,basic_html,"<p>With limited guidance, demonstrate knowledge of music concepts (such as beat and melodic contour ) in music from a variety of cultures selected for performance.</p>",14786,50058,16469,Performing/Presenting/Producing,Anchor Standard 4,1a,MU:Pr4.2.1a,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.3.2a,MU:Pr4.3.2a,basic_html,<p>Demonstrate understanding  of expressive qualities (such as dynamics and tempo) and how creators  use  them to convey  expressive intent .</p>,14786,50059,16469,Performing/Presenting/Producing,Anchor Standard 4,2a,MU:Pr4.3.2a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.2a,MU:Pr4.2.2a,basic_html,<p>Demonstrate knowledge of music concepts (such as tonality and  meter ) in music from a variety of cultures selected for performance.</p>,14786,50059,16469,Performing/Presenting/Producing,Anchor Standard 4,2a,MU:Pr4.2.2a,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.3.2a,MU:Pr4.3.2a,basic_html,<p>Demonstrate understanding  of expressive qualities (such as dynamics and tempo) and how creators  use  them to convey  expressive intent .</p>,14786,50059,16469,Performing/Presenting/Producing,Anchor Standard 4,2a,MU:Pr4.3.2a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
ncas-music-mu-pr4.2.2a,MU:Pr4.2.2a,basic_html,<p>Demonstrate knowledge of music concepts (such as tonality and  meter ) in music from a variety of cultures selected for performance.</p>,14786,50059,16469,Performing/Presenting/Producing,Anchor Standard 4,2a,MU:Pr4.2.2a,EU_26f8a7a6,EQ_a0a7b632,TRUE
ncas-music-mu-pr4.1.3a,MU:Pr4.1.3a,basic_html,"<p>Demonstrate and explain how the selection of music to perform  is influenced by personal interest, knowledge, purpose , and context .</p>",14786,50060,16469,Performing/Presenting/Producing,Anchor Standard 4,3a,MU:Pr4.1.3a,EU_e6c2f8dc,EQ_b1f4a4b6,TRUE
