uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,field_eu_references,field_eq_references,status
ncas-visual arts-va-pr5.1.iiia,VA:Pr5.1.IIIa,basic_html,<p>Analyze</p>,14786,50178,16469,Performing/Presenting/Producing,Anchor Standard 5,IIIa,VA:Pr5.1.IIIa,EU_d8888d36,EQ_47e7c4e5,TRUE
ncas-visual arts-va-pr6.1.iiia,VA:Pr6.1.IIIa,basic_html,<p>Share</p>,14786,50180,16469,Performing/Presenting/Producing,Anchor Standard 6,IIIa,VA:Pr6.1.IIIa,EU_be2075d3,EQ_739127c4,TRUE
ncas-visual arts-va-pr6.1.iiia,VA:Pr6.1.IIIa,basic_html,<p>Share</p>,14786,50180,16469,Performing/Presenting/Producing,Anchor Standard 6,IIIa,VA:Pr6.1.IIIa,EU_be2075d3,EQ_739127c4,TRUE
ncas-visual arts-va-re8.1.iiia,VA:Re8.1.IIIa,basic_html,<p>Analyze</p>,14786,50183,16469,Responding,Anchor Standard 8,IIIa,VA:Re8.1.IIIa,EU_daa7e25c,EQ_9737b4c2,TRUE
ncas-visual arts-va-re8.1.iiia,VA:Re8.1.IIIa,basic_html,<p>Analyze</p>,14786,50183,16469,Responding,Anchor Standard 8,IIIa,VA:Re8.1.IIIa,EU_daa7e25c,EQ_9737b4c2,TRUE
ncas-visual arts-va-re9.1.iiia,VA:Re9.1.IIIa,basic_html,<p>Interpret</p>,14786,50185,16469,Responding,Anchor Standard 9,IIIa,VA:Re9.1.IIIa,EU_daa7e25c,EQ_9737b4c2,TRUE
ncas-visual arts-va-re9.1.iiia,VA:Re9.1.IIIa,basic_html,<p>Interpret</p>,14786,50185,16469,Responding,Anchor Standard 9,IIIa,VA:Re9.1.IIIa,EU_daa7e25c,EQ_9737b4c2,TRUE
ncas-visual arts-va-cn10.1.iiia,VA:Cn10.1.IIIa,basic_html,<p>Synthesize</p>,14786,50188,16469,Connecting,Anchor Standard 10,IIIa,VA:Cn10.1.IIIa,EU_26b4a42f,EQ_98d26726,TRUE
ncas-visual arts-va-cn10.1.iiia,VA:Cn10.1.IIIa,basic_html,<p>Synthesize</p>,14786,50188,16469,Connecting,Anchor Standard 10,IIIa,VA:Cn10.1.IIIa,EU_26b4a42f,EQ_98d26726,TRUE
ncas-visual arts-va-cn11.1.iiia,VA:Cn11.1.IIIa,basic_html,<p>Relate</p>,14786,50190,16469,Connecting,Anchor Standard 11,IIIa,VA:Cn11.1.IIIa,EU_26b4a42f,EQ_98d26726,TRUE
ncas-visual arts-va-cn11.1.iiia,VA:Cn11.1.IIIa,basic_html,<p>Relate</p>,14786,50190,16469,Connecting,Anchor Standard 11,IIIa,VA:Cn11.1.IIIa,EU_26b4a42f,EQ_98d26726,TRUE
ncas-visual arts-va-cr1.1.pka,VA:Cr1.1.PKa,basic_html,<p>VA:Cr1.1.Ka VA:Cr1.1.1a VA:Cr1.1.2a VA:Cr1.1.3a VA:Cr1.1.4a VA:Cr1.1.5a VA:Cr1.1.6a VA:Cr1.1.7a VA:Cr1.1.8a VA:Cr1.1.Ia VA:Cr1.1.IIa VA:Cr1.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Engage in self directed play with materials. | Engage in exploration and imaginative play with materials. | Engage collaboratively in exploration and imaginative play with materials. | Brainstorm collaboratively multiple approaches to an art or design problem. | Elaborate on an imaginative idea. | Brainstorm multiple approaches to a creative art or design problem. | Combine ideas to generate an innovative idea for art-making. | Combine concepts collaboratively to generate innovative ideas for creating art. | Apply methods to overcome creative blocks. | Document early stages of the creative process visually and/or verbally in traditional or new media. | Use multiple approaches to begin creative endeavors. | Individually or collaboratively formulate new creative problems based on student’s existing artwork. | Visualize and hypothesize to generate plans for ideas and directions for creating art and design that can affect social change. |</p>,14786,50191,16469,Creating,Anchor Standard 1,PKa,VA:Cr1.1.PKa,EU_fc07a5e9,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cr1.2.pka,VA:Cr1.2.PKa,basic_html,<p>VA:Cr1.2.Ka VA:Cr1.2.1a VA:Cr1.2.2a VA:Cr1.2.3a VA:Cr1.2.4a VA:Cr1.2.5a VA:Cr1.2.6a VA:Cr1.2.7a VA:Cr1.2.8a VA:Cr1.2.Ia VA:Cr1.2.IIa VA:Cr1.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50191,16469,Creating,Anchor Standard 1,PKa,VA:Cr1.2.PKa,EU_fc07a5e9,EQ_f99bff57,TRUE
ncas-visual arts-va-cr1.1.pka,VA:Cr1.1.PKa,basic_html,<p>VA:Cr1.1.Ka VA:Cr1.1.1a VA:Cr1.1.2a VA:Cr1.1.3a VA:Cr1.1.4a VA:Cr1.1.5a VA:Cr1.1.6a VA:Cr1.1.7a VA:Cr1.1.8a VA:Cr1.1.Ia VA:Cr1.1.IIa VA:Cr1.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Engage in self directed play with materials. | Engage in exploration and imaginative play with materials. | Engage collaboratively in exploration and imaginative play with materials. | Brainstorm collaboratively multiple approaches to an art or design problem. | Elaborate on an imaginative idea. | Brainstorm multiple approaches to a creative art or design problem. | Combine ideas to generate an innovative idea for art-making. | Combine concepts collaboratively to generate innovative ideas for creating art. | Apply methods to overcome creative blocks. | Document early stages of the creative process visually and/or verbally in traditional or new media. | Use multiple approaches to begin creative endeavors. | Individually or collaboratively formulate new creative problems based on student’s existing artwork. | Visualize and hypothesize to generate plans for ideas and directions for creating art and design that can affect social change. |</p>,14786,50191,16469,Creating,Anchor Standard 1,PKa,VA:Cr1.1.PKa,EU_fc07a5e9,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cr1.2.pka,VA:Cr1.2.PKa,basic_html,<p>VA:Cr1.2.Ka VA:Cr1.2.1a VA:Cr1.2.2a VA:Cr1.2.3a VA:Cr1.2.4a VA:Cr1.2.5a VA:Cr1.2.6a VA:Cr1.2.7a VA:Cr1.2.8a VA:Cr1.2.Ia VA:Cr1.2.IIa VA:Cr1.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50191,16469,Creating,Anchor Standard 1,PKa,VA:Cr1.2.PKa,EU_fc07a5e9,EQ_f99bff57,TRUE
ncas-visual arts-va-cr2.1.pka,VA:Cr2.1.PKa,basic_html,"<p>VA:Cr2.1.Ka VA:Cr2.1.1a VA:Cr2.1.2a VA:Cr2.1.3a VA:Cr2.1.4a VA:Cr2.1.5a VA:Cr2.1.6a VA:Cr2.1.7a VA:Cr2.1.8a VA:Cr2.1.Ia VA:Cr2.1.IIa VA:Cr2.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Use a variety of art making tools | Through experimentation, build skills in various media and approaches to art making. | Explore uses of materials and tools to create works of art or design. | Experiment with various materials and tools to explore personal interests in a work of art or design. | Create personally satisfying artwork using a variety of artistic processes and materials. | Explore and invent art-making techniques and approaches. | Experiment and develop skills in multiple art-making techniques and approaches through practice. | Demonstrate openness in trying new ideas, materials, methods, and approaches in making works of art and design. | Demonstrate persistence in developing skills with various materials, methods, and approaches in creating works of art or design. | Demonstrate willingness to experiment, innovate, and take risks to pursue ideas, forms, and meanings that emerge in the process of art making or designing. | Engage in making a work of art or design without having a preconceived plan. | Through experimentation, practice, and persistence, demonstrate acquisition of skills and knowledge in a chosen art form. | Experiment, plan, and make multiple works of art and design that explore a personally meaningful theme, idea, or concept. |</p>",14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.1.PKa,EU_d3985f54,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cr2.2.pka,VA:Cr2.2.PKa,basic_html,<p>VA:Cr2.2.Ka VA:Cr2.2.1a VA:Cr2.2.2a VA:Cr2.2.3a VA:Cr2.2.4a VA:Cr2.2.5a VA:Cr2.2.6a VA:Cr2.2.7a VA:Cr2.2.8a VA:Cr2.2.Ia VA:Cr2.2.IIa VA:Cr2.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.2.PKa,EU_d3985f54,EQ_505bea1e,TRUE
ncas-visual arts-va-cr2.3.pka,VA:Cr2.3.PKa,basic_html,"<p>VA:Cr2.3.Ka VA:Cr2.3.1a VA:Cr2.3.2a VA:Cr2.3.3a VA:Cr2.3.4a VA:Cr2.3.5a VA:Cr2.3.6a VA:Cr2.3.7a VA:Cr2.3.8a VA:Cr2.3.Ia VA:Cr2.3.IIa VA:Cr2.3.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Create and tell about art that communicates a story about a familiar place or object. | Create art that represents natural and constructed environments. | Identify and classify uses of everyday objects through drawings, diagrams, sculptures, or other visual means. | Repurpose objects to make something new. | Individually or collaboratively construct representations, diagrams, or maps of places that are part of everyday life. | Document, describe, and represent regional constructed environments. | Identify, describe, and visually document places and/or objects of personal significance. | Design or redesign objects, places, or systems that meet the identified needs of diverse users. | Apply visual organizational strategies to design and produce a work of art, design, or media that clearly communicates information or ideas. | Select, organize, and design images and words to make visually clear and compelling presentations. | Collaboratively develop a proposal for an installation, artwork, or space design that transforms the perception and experience of a particular place. | Redesign an object, system, place, or design in response to contemporary issues. | Demonstrate in works of art or design how visual and material culture defines, shapes, enhances, inhibits, and/or empowers people's lives. |</p>",14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.3.PKa,EU_d3985f54,EQ_0c74d3b4,TRUE
ncas-visual arts-va-cr2.1.pka,VA:Cr2.1.PKa,basic_html,"<p>VA:Cr2.1.Ka VA:Cr2.1.1a VA:Cr2.1.2a VA:Cr2.1.3a VA:Cr2.1.4a VA:Cr2.1.5a VA:Cr2.1.6a VA:Cr2.1.7a VA:Cr2.1.8a VA:Cr2.1.Ia VA:Cr2.1.IIa VA:Cr2.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Use a variety of art making tools | Through experimentation, build skills in various media and approaches to art making. | Explore uses of materials and tools to create works of art or design. | Experiment with various materials and tools to explore personal interests in a work of art or design. | Create personally satisfying artwork using a variety of artistic processes and materials. | Explore and invent art-making techniques and approaches. | Experiment and develop skills in multiple art-making techniques and approaches through practice. | Demonstrate openness in trying new ideas, materials, methods, and approaches in making works of art and design. | Demonstrate persistence in developing skills with various materials, methods, and approaches in creating works of art or design. | Demonstrate willingness to experiment, innovate, and take risks to pursue ideas, forms, and meanings that emerge in the process of art making or designing. | Engage in making a work of art or design without having a preconceived plan. | Through experimentation, practice, and persistence, demonstrate acquisition of skills and knowledge in a chosen art form. | Experiment, plan, and make multiple works of art and design that explore a personally meaningful theme, idea, or concept. |</p>",14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.1.PKa,EU_d3985f54,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cr2.2.pka,VA:Cr2.2.PKa,basic_html,<p>VA:Cr2.2.Ka VA:Cr2.2.1a VA:Cr2.2.2a VA:Cr2.2.3a VA:Cr2.2.4a VA:Cr2.2.5a VA:Cr2.2.6a VA:Cr2.2.7a VA:Cr2.2.8a VA:Cr2.2.Ia VA:Cr2.2.IIa VA:Cr2.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.2.PKa,EU_d3985f54,EQ_505bea1e,TRUE
ncas-visual arts-va-cr2.3.pka,VA:Cr2.3.PKa,basic_html,"<p>VA:Cr2.3.Ka VA:Cr2.3.1a VA:Cr2.3.2a VA:Cr2.3.3a VA:Cr2.3.4a VA:Cr2.3.5a VA:Cr2.3.6a VA:Cr2.3.7a VA:Cr2.3.8a VA:Cr2.3.Ia VA:Cr2.3.IIa VA:Cr2.3.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Create and tell about art that communicates a story about a familiar place or object. | Create art that represents natural and constructed environments. | Identify and classify uses of everyday objects through drawings, diagrams, sculptures, or other visual means. | Repurpose objects to make something new. | Individually or collaboratively construct representations, diagrams, or maps of places that are part of everyday life. | Document, describe, and represent regional constructed environments. | Identify, describe, and visually document places and/or objects of personal significance. | Design or redesign objects, places, or systems that meet the identified needs of diverse users. | Apply visual organizational strategies to design and produce a work of art, design, or media that clearly communicates information or ideas. | Select, organize, and design images and words to make visually clear and compelling presentations. | Collaboratively develop a proposal for an installation, artwork, or space design that transforms the perception and experience of a particular place. | Redesign an object, system, place, or design in response to contemporary issues. | Demonstrate in works of art or design how visual and material culture defines, shapes, enhances, inhibits, and/or empowers people's lives. |</p>",14786,50192,16469,Creating,Anchor Standard 2,PKa,VA:Cr2.3.PKa,EU_d3985f54,EQ_0c74d3b4,TRUE
ncas-visual arts-va-cr3.1.pka,VA:Cr3.1.PKa,basic_html,<p>VA:Cr3.1.Ka VA:Cr3.1.1a VA:Cr3.1.2a VA:Cr3.1.3a VA:Cr3.1.4a VA:Cr3.1.5a VA:Cr3.1.6a VA:Cr3.1.7a VA:Cr3.1.8a VA:Cr3.1.Ia VA:Cr3.1.IIa VA:Cr3.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50193,16469,Creating,Anchor Standard 3,PKa,VA:Cr3.1.PKa,EU_d8888d36,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cr3.1.pka,VA:Cr3.1.PKa,basic_html,<p>VA:Cr3.1.Ka VA:Cr3.1.1a VA:Cr3.1.2a VA:Cr3.1.3a VA:Cr3.1.4a VA:Cr3.1.5a VA:Cr3.1.6a VA:Cr3.1.7a VA:Cr3.1.8a VA:Cr3.1.Ia VA:Cr3.1.IIa VA:Cr3.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50193,16469,Creating,Anchor Standard 3,PKa,VA:Cr3.1.PKa,EU_d8888d36,EQ_2ef55cd6,TRUE
ncas-visual arts-va-pr4.1.pka,VA:Pr4.1.PKa,basic_html,<p>VA:Pr4.1.Ka VA:Pr4.1.1a VA:Pr4.1.2a VA:Pr4.1.3a VA:Pr4.1.4a VA:Pr4.1.5a VA:Pr4.1.6a VA:Pr4.1.7a VA:Pr4.1.8a VA:Pr4.1.Ia VA:Pr4.1.IIa VA:Pr4.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50194,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,VA:Pr4.1.PKa,EU_be2075d3,EQ_2ef55cd6,TRUE
ncas-visual arts-va-pr4.1.pka,VA:Pr4.1.PKa,basic_html,<p>VA:Pr4.1.Ka VA:Pr4.1.1a VA:Pr4.1.2a VA:Pr4.1.3a VA:Pr4.1.4a VA:Pr4.1.5a VA:Pr4.1.6a VA:Pr4.1.7a VA:Pr4.1.8a VA:Pr4.1.Ia VA:Pr4.1.IIa VA:Pr4.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50194,16469,Performing/Presenting/Producing,Anchor Standard 4,PKa,VA:Pr4.1.PKa,EU_be2075d3,EQ_2ef55cd6,TRUE
ncas-visual arts-va-pr5.1.pka,VA:Pr5.1.PKa,basic_html,<p>VA:Pr5.1.Ka VA:Pr5.1.1a VA:Pr5.1.2a VA:Pr5.1.3a VA:Pr5.1.4a VA:Pr5.1.5a VA:Pr5.1.6a VA:Pr5.1.7a VA:Pr5.1.8a VA:Pr5.1.Ia VA:Pr5.1.IIa VA:Pr5.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50195,16469,Performing/Presenting/Producing,Anchor Standard 5,PKa,VA:Pr5.1.PKa,EU_c30e15d9,EQ_2ef55cd6,TRUE
ncas-visual arts-va-pr5.1.pka,VA:Pr5.1.PKa,basic_html,<p>VA:Pr5.1.Ka VA:Pr5.1.1a VA:Pr5.1.2a VA:Pr5.1.3a VA:Pr5.1.4a VA:Pr5.1.5a VA:Pr5.1.6a VA:Pr5.1.7a VA:Pr5.1.8a VA:Pr5.1.Ia VA:Pr5.1.IIa VA:Pr5.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50195,16469,Performing/Presenting/Producing,Anchor Standard 5,PKa,VA:Pr5.1.PKa,EU_c30e15d9,EQ_2ef55cd6,TRUE
ncas-visual arts-va-pr6.1.pka,VA:Pr6.1.PKa,basic_html,<p>VA:Pr6.1.Ka VA:Pr6.1.1a VA:Pr6.1.2a VA:Pr6.1.3a VA:Pr6.1.4a VA:Pr6.1.5a VA:Pr6.1.6a VA:Pr6.1.7a VA:Pr6.1.8a VA:Pr6.1.Ia VA:Pr6.1.IIa VA:Pr6.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50196,16469,Performing/Presenting/Producing,Anchor Standard 6,PKa,VA:Pr6.1.PKa,EU_e0ff74ec,EQ_ff1755fa,TRUE
ncas-visual arts-va-pr6.1.pka,VA:Pr6.1.PKa,basic_html,<p>VA:Pr6.1.Ka VA:Pr6.1.1a VA:Pr6.1.2a VA:Pr6.1.3a VA:Pr6.1.4a VA:Pr6.1.5a VA:Pr6.1.6a VA:Pr6.1.7a VA:Pr6.1.8a VA:Pr6.1.Ia VA:Pr6.1.IIa VA:Pr6.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50196,16469,Performing/Presenting/Producing,Anchor Standard 6,PKa,VA:Pr6.1.PKa,EU_e0ff74ec,EQ_ff1755fa,TRUE
ncas-visual arts-va-re8.1.pka,VA:Re8.1.Pka,basic_html,<p>VA:Re8.1.Ka VA:Re8.1.1a VA:Re8.1.2a VA:Re8.1.3a VA:Re8.1.4a VA:Re8.1.5a VA:Re8.1.6a VA:Re8.1.7a VA:Re8.1.8a VA:Re8.1.Ia VA:Re8.1.IIa VA:Re8.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50197,16469,Responding,Anchor Standard 8,Pka,VA:Re8.1.Pka,EU_26b4a42f,EQ_2ef55cd6,TRUE
ncas-visual arts-va-re8.1.pka,VA:Re8.1.Pka,basic_html,<p>VA:Re8.1.Ka VA:Re8.1.1a VA:Re8.1.2a VA:Re8.1.3a VA:Re8.1.4a VA:Re8.1.5a VA:Re8.1.6a VA:Re8.1.7a VA:Re8.1.8a VA:Re8.1.Ia VA:Re8.1.IIa VA:Re8.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50197,16469,Responding,Anchor Standard 8,Pka,VA:Re8.1.Pka,EU_26b4a42f,EQ_2ef55cd6,TRUE
ncas-visual arts-va-re9.1.pka,VA:Re9.1.Pka,basic_html,<p>VA:Re9.1.Ka VA:Re9.1.1a VA:Re9.1.2a VA:Re9.1.3a VA:Re9.1.4a VA:Re9.1.5a VA:Re9.1.6a VA:Re9.1.7a VA:Re9.1.8a VA:Re9.1.Ia VA:Re9.1.IIa VA:Re9.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50198,16469,Responding,Anchor Standard 9,Pka,VA:Re9.1.Pka,EU_11789c33,EQ_2ef55cd6,TRUE
ncas-visual arts-va-re9.1.pka,VA:Re9.1.Pka,basic_html,<p>VA:Re9.1.Ka VA:Re9.1.1a VA:Re9.1.2a VA:Re9.1.3a VA:Re9.1.4a VA:Re9.1.5a VA:Re9.1.6a VA:Re9.1.7a VA:Re9.1.8a VA:Re9.1.Ia VA:Re9.1.IIa VA:Re9.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50198,16469,Responding,Anchor Standard 9,Pka,VA:Re9.1.Pka,EU_11789c33,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cn10.1.pka,VA:Cn10.1.Pka,basic_html,<p>VA:Cn10.1.Ka VA:Cn10.1.1a VA:Cn10.1.2a VA:Cn10.1.3a VA:Cn10.1.4a VA:Cn10.1.5a VA:Cn10.1.6a VA:Cn10.1.7a VA:Cn10.1.8a VA:Cn10.1.Ia VA:Cn10.1.IIa VA:Cn10.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50199,16469,Connecting,Anchor Standard 10,Pka,VA:Cn10.1.Pka,EU_668cf790,EQ_2ef55cd6,TRUE
ncas-visual arts-va-cn10.1.pka,VA:Cn10.1.Pka,basic_html,<p>VA:Cn10.1.Ka VA:Cn10.1.1a VA:Cn10.1.2a VA:Cn10.1.3a VA:Cn10.1.4a VA:Cn10.1.5a VA:Cn10.1.6a VA:Cn10.1.7a VA:Cn10.1.8a VA:Cn10.1.Ia VA:Cn10.1.IIa VA:Cn10.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |</p>,14786,50199,16469,Connecting,Anchor Standard 10,Pka,VA:Cn10.1.Pka,EU_668cf790,EQ_2ef55cd6,TRUE
